"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Tue Apr 11 15:08:42 GMT 2023","Tue Apr 11 15:08:43 GMT 2023","1039","conduit_tests","test_conduit","TestConduit","","","test_listing_titles",""
"passed","Tue Apr 11 15:08:11 GMT 2023","Tue Apr 11 15:08:13 GMT 2023","2119","conduit_tests","test_conduit","TestConduit","","","test_new_post",""
"passed","Tue Apr 11 15:08:00 GMT 2023","Tue Apr 11 15:08:00 GMT 2023","81","conduit_tests","test_conduit","TestConduit","","","test_accept_cookies",""
"passed","Tue Apr 11 15:08:14 GMT 2023","Tue Apr 11 15:08:18 GMT 2023","3555","conduit_tests","test_conduit","TestConduit","","","test_delete_existing_post",""
"passed","Tue Apr 11 15:08:01 GMT 2023","Tue Apr 11 15:08:03 GMT 2023","2424","conduit_tests","test_conduit","TestConduit","","","test_registration_valid_data",""
"passed","Tue Apr 11 15:08:19 GMT 2023","Tue Apr 11 15:08:24 GMT 2023","5114","conduit_tests","test_conduit","TestConduit","","","test_modify_post",""
"passed","Tue Apr 11 15:08:44 GMT 2023","Tue Apr 11 15:08:45 GMT 2023","814","conduit_tests","test_conduit","TestConduit","","","test_save_data",""
"passed","Tue Apr 11 15:08:31 GMT 2023","Tue Apr 11 15:08:40 GMT 2023","9271","conduit_tests","test_conduit","TestConduit","","","test_import_posts_from_file",""
"passed","Tue Apr 11 15:08:07 GMT 2023","Tue Apr 11 15:08:07 GMT 2023","871","conduit_tests","test_conduit","TestConduit","","","test_logout",""
"passed","Tue Apr 11 15:08:09 GMT 2023","Tue Apr 11 15:08:10 GMT 2023","965","conduit_tests","test_conduit","TestConduit","","","test_all_pages",""
"passed","Tue Apr 11 15:08:25 GMT 2023","Tue Apr 11 15:08:30 GMT 2023","4853","conduit_tests","test_conduit","TestConduit","","","test_modify_username",""
"passed","Tue Apr 11 15:08:05 GMT 2023","Tue Apr 11 15:08:05 GMT 2023","795","conduit_tests","test_conduit","TestConduit","","","test_login_valid_data",""
